accepted,accepted_correct,accepted_known_accuracy,accepted_open_outage,accepted_unsafe,accuracy,auroc,coverage,fpr95,known_id_accuracy,method,open_fraction,seed,semantic_goodput,severity,threshold
262,260,0.9923664122137404,0.007633587786259542,2,0.6,0.98846435546875,0.409375,0.033854166666666664,1.0,msp,0.25,0,0.40625,mild,0.0007854534880705932
269,267,0.9925650557620818,0.007434944237918215,2,0.6,0.98846435546875,0.4203125,0.033854166666666664,1.0,msp,0.25,0,0.4171875,mild,0.0008874070203376205
275,273,0.9927272727272727,0.007272727272727273,2,0.6,0.98846435546875,0.4296875,0.033854166666666664,1.0,msp,0.25,0,0.4265625,mild,0.0009154416325618419
283,281,0.9929328621908127,0.007067137809187279,2,0.6,0.98846435546875,0.4421875,0.033854166666666664,1.0,msp,0.25,0,0.4390625,mild,0.0009734888706408595
288,286,0.9930555555555556,0.006944444444444444,2,0.6,0.98846435546875,0.45,0.033854166666666664,1.0,msp,0.25,0,0.446875,mild,0.0010662064278748108
294,292,0.9931972789115646,0.006802721088435374,2,0.6,0.98846435546875,0.459375,0.033854166666666664,1.0,msp,0.25,0,0.45625,mild,0.0011358198655680618
301,299,0.9933554817275747,0.006644518272425249,2,0.6,0.98846435546875,0.4703125,0.033854166666666664,1.0,msp,0.25,0,0.4671875,mild,0.0012203134628974383
307,305,0.993485342019544,0.006514657980456026,2,0.6,0.98846435546875,0.4796875,0.033854166666666664,1.0,msp,0.25,0,0.4765625,mild,0.0012834715021249464
314,312,0.9936305732484076,0.006369426751592357,2,0.6,0.98846435546875,0.490625,0.033854166666666664,1.0,msp,0.25,0,0.4875,mild,0.0013439520776382988
320,317,0.990625,0.009375,3,0.6,0.98846435546875,0.5,0.033854166666666664,1.0,msp,0.25,0,0.4953125,mild,0.0014695352714839127
326,323,0.99079754601227,0.009202453987730062,3,0.6,0.98846435546875,0.509375,0.033854166666666664,1.0,msp,0.25,0,0.5046875,mild,0.0016155734161486307
333,330,0.990990990990991,0.009009009009009009,3,0.6,0.98846435546875,0.5203125,0.033854166666666664,1.0,msp,0.25,0,0.515625,mild,0.0017241955099149666
339,335,0.9882005899705014,0.011799410029498525,4,0.6,0.98846435546875,0.5296875,0.033854166666666664,1.0,msp,0.25,0,0.5234375,mild,0.001957769542610104
346,341,0.9855491329479769,0.014450867052023121,5,0.6,0.98846435546875,0.540625,0.033854166666666664,1.0,msp,0.25,0,0.5328125,mild,0.002064366406959746
352,347,0.9857954545454546,0.014204545454545454,5,0.6,0.98846435546875,0.55,0.033854166666666664,1.0,msp,0.25,0,0.5421875,mild,0.0022621059145579835
358,353,0.9860335195530726,0.013966480446927373,5,0.6,0.98846435546875,0.559375,0.033854166666666664,1.0,msp,0.25,0,0.5515625,mild,0.0025199904963601138
366,361,0.9863387978142076,0.01366120218579235,5,0.6,0.98846435546875,0.571875,0.033854166666666664,1.0,msp,0.25,0,0.5640625,mild,0.002961750904879379
371,364,0.9811320754716981,0.018867924528301886,7,0.6,0.98846435546875,0.5796875,0.033854166666666664,1.0,msp,0.25,0,0.56875,mild,0.004340724516080323
378,370,0.9788359788359788,0.021164021164021163,8,0.6,0.98846435546875,0.590625,0.033854166666666664,1.0,msp,0.25,0,0.578125,mild,0.005394206354288231
384,371,0.9661458333333334,0.033854166666666664,13,0.6,0.98846435546875,0.6,0.033854166666666664,1.0,msp,0.25,0,0.5796875,mild,0.007810632686638916
390,374,0.958974358974359,0.041025641025641026,16,0.6,0.98846435546875,0.609375,0.033854166666666664,1.0,msp,0.25,0,0.584375,mild,0.015603508201158469
397,377,0.9496221662468514,0.05037783375314862,20,0.6,0.98846435546875,0.6203125,0.033854166666666664,1.0,msp,0.25,0,0.5890625,mild,0.02237445851986284
403,377,0.9354838709677419,0.06451612903225806,26,0.6,0.98846435546875,0.6296875,0.033854166666666664,1.0,msp,0.25,0,0.5890625,mild,0.03745985297325346
409,380,0.9290953545232273,0.07090464547677261,29,0.6,0.98846435546875,0.6390625,0.033854166666666664,1.0,msp,0.25,0,0.59375,mild,0.05402510003382488
